ubigeo,district,provincia,region,id,area,pobreza_pct,pobreza_quintil,educ_baja_pct,nivel_educativo,pct_mujeres_18_35,poblacion_mujeres,tolerancia_social,riesgo,n_cem,n_refugios,n_otros_servicios,linea100_cobertura,acceso_telefonia_pct,n_servicios_total,acceso,prioridad,riesgo_cat,acceso_cat,semaforo,recomendacion
130902,Chugay,Sanchez Carrion,La Libertad,,Urbana,19.8,Q1,38.3,Medio,34.2,61849.0,0.814,0.284,0.0,0.0,1.0,False,79.4,,0.279,0.205,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
130605,Huaranchal,Otuzco,La Libertad,,Urbana,19.1,Q1,30.1,Medio,34.6,45261.0,0.584,0.329,0.0,0.0,1.0,True,78.7,,0.362,0.21,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
130809,Pataz,Pataz,La Libertad,,Rural,37.2,Q2,52.9,Bajo,48.7,2267.0,0.668,0.601,2.0,1.0,4.0,True,47.2,,0.844,0.094,Alto,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
220709,Tingo De Ponasa,Picota,San Martin,,Urbana,17.6,Q1,22.3,Alto,31.8,13608.0,0.518,0.263,0.0,0.0,0.0,True,74.5,,0.318,0.179,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
061111,San Silvestre De Cochan,San Miguel,Cajamarca,,Urbana,11.2,Q1,14.5,Alto,33.8,11344.0,0.225,0.116,0.0,0.0,1.0,True,81.0,,0.41,0.068,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
061204,Tumbaden,San Pablo,Cajamarca,,Urbana,21.3,Q2,14.7,Alto,42.1,30729.0,0.254,0.246,2.0,0.0,1.0,True,83.2,,0.57,0.106,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150107,Chaclacayo,Lima,Lima,,Urbana,15.3,Q1,12.6,Alto,42.1,80004.0,0.503,0.222,0.0,0.0,0.0,True,79.2,,0.397,0.134,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150110,Comas,Lima,Lima,,Rural,70.5,Q4,53.2,Bajo,27.2,2314.0,0.161,0.646,1.0,0.0,1.0,False,58.5,,0.298,0.453,Alto,,Medio,Alto riesgo con acceso bajo → Fortalecer servicios existentes
150132,San Juan De Lurigancho,Lima,Lima,,Urbana,9.3,Q1,35.8,Medio,28.5,44897.0,0.266,0.187,1.0,0.0,0.0,False,86.1,,0.26,0.138,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
070106,Ventanilla,Callao,Callao,,Urbana,16.1,Q1,35.5,Medio,37.9,45233.0,0.426,0.305,0.0,1.0,0.0,True,75.0,,0.51,0.149,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150125,Puente Piedra,Lima,Lima,,Urbana,12.9,Q1,17.4,Alto,41.7,82271.0,0.311,0.255,0.0,0.0,2.0,False,85.3,,0.415,0.149,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
090205,Marcas,Acobamba,Huancavelica,,Urbana,24.3,Q2,31.1,Medio,33.0,46505.0,0.34,0.274,3.0,0.0,2.0,True,76.7,,0.742,0.071,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
140119,Pucala,Chiclayo,Lambayeque,,Rural,43.8,Q3,78.5,Muy bajo,41.2,3431.0,0.741,0.697,0.0,0.0,3.0,False,28.6,,0.303,0.486,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
150719,San Juan De Iris,Huarochiri,Lima,,Urbana,13.7,Q1,7.8,Alto,44.1,4342.0,0.279,0.179,0.0,1.0,3.0,True,78.5,,0.65,0.063,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120802,Chacapalpa,Yauli,Junin,,Urbana,14.5,Q1,31.4,Medio,31.1,29409.0,0.562,0.205,0.0,1.0,3.0,True,75.8,,0.638,0.074,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
101006,San Francisco De Asis,Lauricocha,Huanuco,,Rural,66.2,Q4,41.4,Medio,29.3,2061.0,0.624,0.664,2.0,0.0,0.0,True,27.9,,0.368,0.42,Alto,,Medio,Alto riesgo con acceso bajo → Fortalecer servicios existentes
120422,Paca,Jauja,Junin,,Urbana,22.4,Q2,16.9,Alto,27.6,52952.0,0.362,0.25,3.0,0.0,0.0,True,83.2,,0.63,0.092,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150707,Huachupampa,Huarochiri,Lima,,Rural,31.8,Q2,42.4,Medio,38.2,5528.0,0.488,0.629,0.0,0.0,0.0,True,19.2,,0.239,0.479,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
130107,Moche,Trujillo,La Libertad,,Rural,83.7,Q5,44.4,Medio,48.2,5756.0,0.281,0.766,1.0,0.0,1.0,True,45.7,,0.471,0.405,Crítico,,Medio,Mantener monitoreo y reforzar capacidades locales
060402,Anguia,Chota,Cajamarca,,Rural,54.0,Q3,57.3,Bajo,30.1,2513.0,0.703,0.622,1.0,0.0,0.0,False,24.0,,0.183,0.508,Alto,,Crítico,Alto riesgo con acceso bajo → Fortalecer servicios existentes
010606,Longar,Rodriguez De Mendoza,Amazonas,,Rural,58.9,Q3,41.4,Medio,54.6,969.0,0.577,0.687,1.0,0.0,2.0,True,51.0,,0.531,0.322,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
010111,Levanto,Chachapoyas,Amazonas,,Rural,72.7,Q4,29.9,Medio,50.4,3762.0,0.345,0.639,0.0,0.0,2.0,True,22.2,,0.395,0.387,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
200504,Colan,Paita,Piura,,Rural,74.3,Q4,48.6,Medio,51.5,1632.0,0.075,0.72,0.0,2.0,0.0,True,32.9,,0.415,0.421,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
220505,Cuñumbuqui,Lamas,San Martin,,Urbana,13.9,Q1,15.9,Alto,49.4,14111.0,0.509,0.221,0.0,0.0,2.0,True,75.9,,0.512,0.108,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
140102,Chongoyape,Chiclayo,Lambayeque,,Urbana,23.5,Q2,31.4,Medio,34.0,74945.0,0.219,0.294,1.0,0.0,0.0,True,74.1,,0.457,0.16,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
200608,Salitral,Sullana,Piura,,Rural,76.8,Q4,70.6,Bajo,40.8,1559.0,0.325,0.688,3.0,0.0,1.0,True,40.3,,0.615,0.265,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120433,Yauli,Jauja,Junin,,Rural,59.2,Q3,71.5,Bajo,36.8,5153.0,0.599,0.715,1.0,0.0,0.0,True,43.4,,0.35,0.465,Alto,,Medio,Alto riesgo con acceso bajo → Fortalecer servicios existentes
010602,Chirimoto,Rodriguez De Mendoza,Amazonas,,Urbana,13.6,Q1,11.5,Alto,54.7,86418.0,0.371,0.19,0.0,0.0,4.0,True,83.6,,0.679,0.061,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150402,Arahuay,Canta,Lima,,Urbana,6.5,Q1,9.9,Alto,40.8,31611.0,0.557,0.111,0.0,0.0,3.0,True,71.7,,0.626,0.042,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
220708,Shamboyacu,Picota,San Martin,,Urbana,10.2,Q1,9.6,Alto,33.8,61526.0,0.425,0.141,2.0,1.0,0.0,True,71.2,,0.547,0.064,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
021002,Anra,Huari,Ancash,,Rural,53.7,Q3,30.1,Medio,38.3,5824.0,0.326,0.549,0.0,0.0,3.0,True,25.5,,0.428,0.314,Medio,,Medio,Riesgo medio sin CEM → Considerar punto de atención
022004,Matacoto,Yungay,Ancash,,Rural,63.6,Q4,60.9,Bajo,49.6,5320.0,0.123,0.732,1.0,1.0,1.0,True,29.8,,0.414,0.429,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
220406,Tingo De Saposoa,Huallaga,San Martin,,Urbana,32.5,Q2,21.4,Alto,48.7,68372.0,0.63,0.289,1.0,0.0,1.0,False,77.7,,0.363,0.184,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
020609,Shilla,Carhuaz,Ancash,,Urbana,12.1,Q1,26.0,Medio,35.3,43761.0,0.47,0.212,2.0,0.0,1.0,True,80.4,,0.62,0.081,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
021207,Pueblo Libre,Huaylas,Ancash,,Rural,73.4,Q4,56.3,Bajo,47.8,682.0,0.722,0.693,0.0,0.0,2.0,True,36.0,,0.374,0.434,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
020703,Yauya,Carlos Fermin Fitzcarrald,Ancash,,Urbana,16.0,Q1,10.6,Alto,30.0,68996.0,0.121,0.21,0.0,0.0,1.0,True,75.0,,0.423,0.121,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
021205,Mato,Huaylas,Ancash,,Urbana,12.8,Q1,26.1,Medio,41.0,1501.0,0.236,0.198,2.0,1.0,0.0,False,78.1,,0.485,0.102,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
220906,El Porvenir,San Martin,San Martin,,Rural,59.0,Q3,41.9,Medio,50.9,3583.0,0.414,0.629,1.0,0.0,1.0,True,44.9,,0.452,0.345,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
061201,San Pablo,San Pablo,Cajamarca,,Urbana,29.2,Q2,19.5,Alto,43.1,49362.0,0.358,0.259,0.0,0.0,1.0,True,77.6,,0.413,0.152,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
220503,Barranquita,Lamas,San Martin,,Urbana,20.6,Q2,13.5,Alto,37.6,33279.0,0.401,0.133,0.0,0.0,1.0,True,77.5,,0.454,0.073,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
061301,Santa Cruz,Santa Cruz,Cajamarca,,Urbana,24.7,Q2,24.0,Alto,30.4,50371.0,0.249,0.159,0.0,0.0,2.0,True,74.1,,0.538,0.073,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
061110,San Gregorio,San Miguel,Cajamarca,,Urbana,20.4,Q2,10.4,Alto,36.5,76261.0,0.436,0.178,3.0,0.0,0.0,True,85.9,,0.655,0.061,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
010513,Ocumal,Luya,Amazonas,,Rural,30.8,Q2,64.9,Bajo,42.0,1003.0,0.481,0.642,0.0,0.0,4.0,True,34.6,,0.6,0.257,Alto,,Adecuado,Alto riesgo sin CEM → Priorizar implementación de CEM
061105,El Prado,San Miguel,Cajamarca,,Urbana,31.5,Q2,12.2,Alto,35.7,34885.0,0.458,0.14,2.0,1.0,4.0,False,81.9,,0.759,0.034,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
220904,Chazuta,San Martin,San Martin,,Rural,36.9,Q2,35.7,Medio,38.7,4417.0,0.687,0.607,0.0,1.0,0.0,True,46.3,,0.398,0.365,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
060502,Chilete,Contumaza,Cajamarca,,Urbana,11.0,Q1,10.5,Alto,51.1,59633.0,0.565,0.263,0.0,0.0,1.0,True,75.9,,0.433,0.149,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
060106,Jesus,Cajamarca,Cajamarca,,Urbana,6.6,Q1,12.4,Alto,36.6,55068.0,0.325,0.082,2.0,0.0,1.0,False,78.3,,0.439,0.046,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
220103,Habana,Moyobamba,San Martin,,Urbana,22.9,Q2,40.7,Medio,49.9,33888.0,0.343,0.306,2.0,0.0,1.0,True,75.7,,0.626,0.114,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
220502,Alonso De Alvarado,Lamas,San Martin,,Urbana,25.1,Q2,16.1,Alto,50.3,4426.0,0.318,0.322,0.0,1.0,1.0,False,73.3,,0.347,0.21,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
060507,Tantarica,Contumaza,Cajamarca,,Urbana,19.3,Q1,40.9,Medio,36.6,31477.0,0.45,0.247,0.0,0.0,1.0,True,86.0,,0.366,0.157,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
060109,Magdalena,Cajamarca,Cajamarca,,Urbana,22.4,Q2,14.4,Alto,32.7,72275.0,0.452,0.209,0.0,0.0,2.0,True,72.0,,0.535,0.097,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
010121,Sonche,Chachapoyas,Amazonas,,Urbana,12.6,Q1,8.3,Alto,52.8,7162.0,0.436,0.368,0.0,0.0,1.0,True,85.5,,0.433,0.209,Medio,,Adecuado,Mantener monitoreo y reforzar capacidades locales
220105,Soritor,Moyobamba,San Martin,,Urbana,15.5,Q1,16.9,Alto,35.1,40130.0,0.543,0.257,2.0,1.0,1.0,False,80.7,,0.539,0.118,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
061004,Gregorio Pita,San Marcos,Cajamarca,,Rural,50.8,Q3,57.2,Bajo,40.8,4027.0,0.707,0.67,0.0,0.0,1.0,False,27.2,,0.154,0.567,Alto,,Crítico,Alto riesgo sin CEM → Priorizar implementación de CEM
160504,Emilio San Martin,Requena,Loreto,,Rural,52.0,Q3,65.5,Bajo,36.8,4852.0,0.697,0.674,0.0,1.0,4.0,True,30.2,,0.645,0.239,Alto,,Adecuado,Alto riesgo sin CEM → Priorizar implementación de CEM
160210,Santa Cruz,Alto Amazonas,Loreto,,Urbana,11.7,Q1,33.3,Medio,48.3,76524.0,0.358,0.287,0.0,0.0,2.0,False,73.1,,0.36,0.184,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
220805,Pardo Miguel,Rioja,San Martin,,Urbana,20.9,Q2,12.3,Alto,44.6,32877.0,0.491,0.291,0.0,1.0,0.0,True,80.3,,0.463,0.156,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
010202,Aramango,Bagua,Amazonas,,Rural,82.6,Q5,68.3,Bajo,34.7,2456.0,0.593,0.669,0.0,1.0,1.0,False,42.0,,0.292,0.474,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
060111,Namora,Cajamarca,Cajamarca,,Rural,85.8,Q5,41.2,Medio,37.2,634.0,0.358,0.577,0.0,1.0,1.0,False,22.7,,0.197,0.463,Alto,,Medio,Riesgo medio sin CEM → Considerar punto de atención
010312,Yambrasbamba,Bongara,Amazonas,,Rural,49.8,Q3,38.6,Medio,48.4,3323.0,0.593,0.582,1.0,0.0,2.0,False,24.0,,0.276,0.421,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
160506,Puinahua,Requena,Loreto,,Rural,48.6,Q3,49.5,Medio,39.2,1049.0,0.472,0.611,1.0,0.0,1.0,True,42.3,,0.416,0.357,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
060417,Tacabamba,Chota,Cajamarca,,Rural,58.6,Q3,41.2,Medio,25.5,306.0,0.537,0.614,0.0,2.0,2.0,True,23.0,,0.527,0.29,Alto,,Adecuado,Alto riesgo sin CEM → Priorizar implementación de CEM
060409,Huambos,Chota,Cajamarca,,Rural,50.6,Q3,68.0,Bajo,52.9,2871.0,0.678,0.644,1.0,2.0,3.0,True,24.9,,0.702,0.192,Alto,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
220907,Huimbayoc,San Martin,San Martin,,Urbana,10.6,Q1,14.9,Alto,38.8,86070.0,0.745,0.248,1.0,0.0,0.0,True,82.0,,0.416,0.145,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
220402,Alto Saposoa,Huallaga,San Martin,,Urbana,9.3,Q1,34.2,Medio,38.0,5109.0,0.403,0.246,0.0,0.0,2.0,False,71.8,,0.391,0.15,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
010522,Tingo,Luya,Amazonas,,Rural,47.7,Q3,63.0,Bajo,38.3,5009.0,0.54,0.616,3.0,0.0,2.0,True,36.2,,0.684,0.195,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
200507,Vichayal,Paita,Piura,,Urbana,25.3,Q2,38.1,Medio,39.9,42260.0,0.548,0.306,0.0,0.0,3.0,True,83.9,,0.607,0.12,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
220905,Chipurana,San Martin,San Martin,,Rural,60.5,Q4,60.6,Bajo,25.0,5988.0,0.45,0.614,0.0,0.0,4.0,True,38.5,,0.593,0.25,Alto,,Adecuado,Alto riesgo sin CEM → Priorizar implementación de CEM
061202,San Bernardino,San Pablo,Cajamarca,,Rural,39.1,Q2,56.0,Bajo,37.1,2361.0,0.259,0.594,0.0,0.0,1.0,False,41.9,,0.203,0.473,Alto,,Medio,Riesgo medio sin CEM → Considerar punto de atención
130306,Ucuncha,Bolivar,La Libertad,,Rural,31.6,Q2,56.3,Bajo,53.6,3916.0,0.345,0.595,3.0,0.0,1.0,True,51.3,,0.6,0.238,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
061203,San Luis,San Pablo,Cajamarca,,Urbana,17.6,Q1,12.6,Alto,34.8,22252.0,0.227,0.131,0.0,0.0,0.0,False,77.3,,0.196,0.105,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
060110,Matara,Cajamarca,Cajamarca,,Urbana,20.5,Q2,14.8,Alto,49.6,50009.0,0.252,0.283,0.0,2.0,1.0,True,75.4,,0.528,0.134,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
130704,Pacasmayo,Pacasmayo,La Libertad,,Rural,34.1,Q2,29.2,Medio,47.7,4749.0,0.352,0.455,1.0,0.0,1.0,False,40.1,,0.273,0.331,Medio,,Medio,Mantener monitoreo y reforzar capacidades locales
130105,La Esperanza,Trujillo,La Libertad,,Urbana,20.0,Q1,9.6,Alto,27.1,36412.0,0.534,0.133,2.0,0.0,3.0,True,75.3,,0.786,0.028,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
220809,Yuracyacu,Rioja,San Martin,,Rural,74.9,Q4,40.8,Medio,30.3,431.0,0.44,0.641,2.0,1.0,0.0,True,41.9,,0.529,0.302,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
160605,Sarayacu,Ucayali,Loreto,,Urbana,17.1,Q1,9.1,Alto,31.7,49988.0,0.468,0.195,1.0,0.0,0.0,True,80.7,,0.44,0.109,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
061005,Ichocan,San Marcos,Cajamarca,,Urbana,5.9,Q1,25.2,Medio,35.3,2584.0,0.459,0.224,1.0,0.0,2.0,False,67.0,,0.386,0.138,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
010310,Shipasbamba,Bongara,Amazonas,,Rural,39.9,Q2,53.5,Bajo,24.9,2006.0,0.258,0.483,0.0,0.0,2.0,True,37.8,,0.426,0.277,Medio,,Adecuado,Riesgo medio sin CEM → Considerar punto de atención
010302,Chisquilla,Bongara,Amazonas,,Rural,55.4,Q3,54.1,Bajo,39.9,1075.0,0.7,0.731,1.0,0.0,2.0,True,25.2,,0.5,0.366,Alto,,Medio,Alta tolerancia social → Priorizar campañas de sensibilización
010301,Jumbilla,Bongara,Amazonas,,Urbana,16.6,Q1,17.7,Alto,35.2,32584.0,0.286,0.293,0.0,1.0,0.0,False,70.8,,0.291,0.208,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
220804,Nueva Cajamarca,Rioja,San Martin,,Rural,53.0,Q3,61.8,Bajo,36.2,1192.0,0.129,0.604,1.0,0.0,1.0,False,41.7,,0.274,0.439,Alto,,Medio,Alto riesgo con acceso bajo → Fortalecer servicios existentes
060603,Choros,Cutervo,Cajamarca,,Urbana,37.0,Q2,11.1,Alto,30.1,84177.0,0.714,0.322,0.0,0.0,0.0,True,75.0,,0.346,0.211,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
060301,Celendin,Celendin,Cajamarca,,Rural,72.1,Q4,82.7,Muy bajo,35.2,1756.0,0.301,0.633,2.0,0.0,4.0,True,19.5,,0.706,0.186,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
130703,Jequetepeque,Pacasmayo,La Libertad,,Rural,58.8,Q3,65.2,Bajo,46.2,4553.0,0.416,0.672,0.0,0.0,4.0,True,49.2,,0.634,0.246,Alto,,Adecuado,Alto riesgo sin CEM → Priorizar implementación de CEM
060504,Guzmango,Contumaza,Cajamarca,,Urbana,32.8,Q2,10.1,Alto,41.9,35587.0,0.417,0.235,1.0,0.0,0.0,True,79.6,,0.421,0.136,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
200603,Ignacio Escudero,Sullana,Piura,,Urbana,13.7,Q1,33.1,Medio,41.5,59695.0,0.266,0.204,0.0,0.0,2.0,True,81.6,,0.51,0.1,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
061006,Jose Manuel Quiroz,San Marcos,Cajamarca,,Urbana,9.3,Q1,30.1,Medio,33.9,29985.0,0.339,0.189,0.0,1.0,3.0,True,84.5,,0.701,0.057,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
060102,Asuncion,Cajamarca,Cajamarca,,Urbana,20.5,Q2,27.2,Medio,35.5,40358.0,0.286,0.216,0.0,0.0,1.0,True,78.3,,0.428,0.124,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
250101,Calleria,Coronel Portillo,Ucayali,,Rural,71.9,Q4,67.4,Bajo,32.2,876.0,0.493,0.65,0.0,0.0,2.0,True,39.6,,0.377,0.405,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
060307,Miguel Iglesias,Celendin,Cajamarca,,Urbana,20.2,Q2,14.5,Alto,39.9,46725.0,0.141,0.173,3.0,0.0,0.0,True,79.9,,0.603,0.069,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
060701,Bambamarca,Hualgayoc,Cajamarca,,Urbana,14.9,Q1,8.1,Alto,46.4,49509.0,0.386,0.164,2.0,0.0,0.0,False,81.2,,0.338,0.109,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
060112,San Juan,Cajamarca,Cajamarca,,Urbana,16.0,Q1,17.2,Alto,33.9,3846.0,0.341,0.249,0.0,0.0,3.0,False,83.6,,0.464,0.133,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
250105,Yarinacocha,Coronel Portillo,Ucayali,,Rural,67.3,Q4,39.4,Medio,31.3,5831.0,0.439,0.645,0.0,0.0,2.0,True,32.7,,0.474,0.339,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
131004,Mollebamba,Santiago De Chuco,La Libertad,,Urbana,18.7,Q1,27.2,Medio,40.3,48190.0,0.374,0.277,0.0,0.0,3.0,True,81.2,,0.631,0.102,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
130102,El Porvenir,Trujillo,La Libertad,,Urbana,34.1,Q2,16.2,Alto,41.8,27416.0,0.603,0.366,0.0,0.0,1.0,False,73.4,,0.237,0.279,Medio,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
130805,Huaylillas,Pataz,La Libertad,,Rural,47.6,Q3,65.2,Bajo,39.3,4429.0,0.174,0.569,0.0,0.0,0.0,False,29.1,,0.075,0.526,Alto,,Crítico,Riesgo medio sin CEM → Considerar punto de atención
010503,Cocabamba,Luya,Amazonas,,Rural,78.3,Q4,48.4,Medio,49.8,3208.0,0.041,0.675,2.0,1.0,1.0,False,59.1,,0.506,0.333,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
010610,Santa Rosa,Rodriguez De Mendoza,Amazonas,,Rural,81.2,Q5,68.4,Bajo,29.1,2265.0,0.439,0.792,2.0,1.0,3.0,True,20.3,,0.679,0.254,Crítico,,Adecuado,Mantener monitoreo y reforzar capacidades locales
160112,Belen,Maynas,Loreto,,Urbana,14.0,Q1,29.3,Medio,31.2,44134.0,0.435,0.198,0.0,1.0,0.0,True,73.7,,0.431,0.113,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
240106,San Juan De La Virgen,Tumbes,Tumbes,,Rural,71.4,Q4,36.8,Medio,49.6,4663.0,0.414,0.566,1.0,0.0,0.0,False,32.3,,0.165,0.473,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
130101,Trujillo,Trujillo,La Libertad,,Urbana,38.1,Q2,19.7,Alto,39.8,67515.0,0.447,0.276,0.0,0.0,0.0,True,79.8,,0.347,0.18,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
061309,Sexi,Santa Cruz,Cajamarca,,Rural,72.3,Q4,55.1,Bajo,48.5,4205.0,0.035,0.705,1.0,1.0,0.0,False,27.3,,0.22,0.55,Alto,,Crítico,Alto riesgo con acceso bajo → Fortalecer servicios existentes
061304,Chancaybaños,Santa Cruz,Cajamarca,,Rural,52.9,Q3,59.7,Bajo,46.6,4212.0,0.402,0.614,2.0,0.0,0.0,True,26.4,,0.387,0.376,Alto,,Medio,Alto riesgo con acceso bajo → Fortalecer servicios existentes
240101,Tumbes,Tumbes,Tumbes,,Rural,56.3,Q3,56.4,Bajo,53.8,216.0,0.528,0.673,1.0,1.0,3.0,True,46.6,,0.734,0.179,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
060306,Jose Galvez,Celendin,Cajamarca,,Urbana,7.3,Q1,12.5,Alto,35.2,57862.0,0.422,0.148,0.0,1.0,0.0,True,73.7,,0.408,0.088,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
200302,Canchaque,Huancabamba,Piura,,Rural,34.1,Q2,57.3,Bajo,30.4,1730.0,0.446,0.564,3.0,0.0,3.0,True,52.7,,0.825,0.099,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
200404,La Matanza,Morropon,Piura,,Urbana,31.3,Q2,12.7,Alto,54.6,11109.0,0.522,0.261,1.0,0.0,1.0,True,76.0,,0.511,0.128,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
200105,Catacaos,Piura,Piura,,Rural,74.9,Q4,54.0,Bajo,24.7,1697.0,0.207,0.566,0.0,0.0,1.0,False,28.5,,0.165,0.473,Alto,,Medio,Riesgo medio sin CEM → Considerar punto de atención
131005,Mollepata,Santiago De Chuco,La Libertad,,Urbana,10.4,Q1,27.1,Medio,39.4,59245.0,0.554,0.239,0.0,0.0,1.0,True,85.1,,0.491,0.122,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
100317,Ripan,Dos De Mayo,Huanuco,,Urbana,38.0,Q2,14.3,Alto,32.0,68530.0,0.552,0.283,1.0,1.0,2.0,True,73.9,,0.675,0.092,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
100322,Sillapata,Dos De Mayo,Huanuco,,Urbana,21.7,Q2,10.7,Alto,41.6,69735.0,0.11,0.247,0.0,0.0,2.0,True,82.2,,0.529,0.116,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
200403,Chalaco,Morropon,Piura,,Urbana,13.1,Q1,9.1,Alto,40.3,5350.0,0.673,0.247,0.0,0.0,2.0,False,73.3,,0.374,0.155,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
100321,Shunqui,Dos De Mayo,Huanuco,,Rural,62.3,Q4,56.7,Bajo,33.4,4502.0,0.279,0.579,2.0,2.0,2.0,True,41.7,,0.74,0.151,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
020508,Huallanca,Bolognesi,Ancash,,Urbana,24.6,Q2,14.8,Alto,35.3,38896.0,0.539,0.226,0.0,0.0,0.0,True,80.8,,0.381,0.14,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
